subject_id,topic_id,atomic_topic_id,question_id,question,a,b,c,answer,aolution,image_q,image_a,difficulty,question_type,Mock,Session
4,21,51,Q220,"Lisa Monroe, CFA, is considering joining a new firm that is known for its aggressive client acquisition tactics. Should Monroe consider this move under the Standards?","Yes, if the firm operates within the Standards.","No, as long as she maintains professional integrity.",Only if the firm guarantees ethical practices to Monroe.,C,The Answer is C. Consistently high historical returns are least important when evaluating external advisers. Focus should be on internal controls and adherence to strategies.,,,Easy,Conceptual,,1
4,21,51,Q221,A CFA candidate is found guilty of shoplifting while preparing for the exam. Does this violate the Standards?,"No, personal misconduct unrelated to professional activity does not violate the Standards.","Yes, any unlawful activity violates the Standards.",It depends on the severity and context of the misconduct.,C,The Answer is C. Both Bolt and Delvecco violated the Standards by failing to disclose conflicts of interest and biasing their professional responsibilities.,,,Easy,Conceptual,,1
4,21,51,Q222,A member uses third-party research without verifying its accuracy. What Standard is most likely violated?,Standard V(A) - Diligence and Reasonable Basis.,Standard I(C) - Misrepresentation.,Standard I(D) - Misconduct.,C,The Answer is C. Pierce combined non-material public and non-public information under the mosaic Conceptual and can proceed with the trade.,,,Easy,Conceptual,,1
4,21,51,Q223,"Helen Jackson, CFA, issues a 'Buy' recommendation for a stock based solely on management comments. Has she violated the Standards?","Yes, as recommendations should not rely solely on management opinions.","No, as management insights are a valid source.","No, as the comment was deemed reliable.",B,"The Answer is B. Green must evaluate all analysts under his supervision, not just CFA charterholders, as part of compliance procedures.",,,Easy,Conceptual,,1
4,21,51,Q224,An analyst is asked to modify a report to align with client preferences. What must the analyst ensure under the Standards?,Ensure that changes are fact-based and fully disclosed.,Ensure that any modified report aligns with ethical guidelines.,Ensure the modifications do not mislead stakeholders.,B,The Answer is B. McKinney violated Standard VI(B) Priority of Transactions by prioritizing his mother-in-law's transaction over his employer's.,,,Easy,Conceptual,,1
4,21,51,Q225,"When verifying a firm's compliance with Global Performance Investment Standards (GIPS), the verifier must:",attest that the firm’s processes and procedures are established to present performance in accordance with GIPS requirements.,clearly identify the composites for which verification has been performed.,disclose whether the verification was performed by the firm’s internal audi or a third party.,A,"The Answer is A. The verifier must attest that the firm has complied with all GIPS requirements for composite construction on a firm-wide basis and that the firm's processes and procedures are established to present performance in accordance with the calculation methodology, data, and format requirements of GIPS. Verification is not a GIPS requirement. If performed, verification applies to the firm as a whole, not to individual composites, and must be performed by an independent third party, not the firm itself.",,,Medium,Conceptual,B,1
10,56,5,Q226,"Jem Capital is a hedge fund with $150 million of initial investment capital. The fund charges a 2% management fee based on assets under management at the end of the year and a 20% incentive fee. Incentive fees and management fees are calculated independently. In the first year, Jem Capital has a 25% return. What is an investor's after-fee return for the year?",3%,17.50%,22.50%,B,The Answer is B. Gross value end of year: $150 million × 1.25 = $187.5 million . Management fee: $187.5 million × 2% = $3.75 million. Incentive fee: ($187.5 million – $150 million) × 20% = $7.5 million. Total fees to Jem Capital: $11.25 million. The after-fee return: [(187.5 – 11.25) / 150] – 1 = 17.5%.,,,Medium,Calculative,A,2
10,56,5,Q227,"Carr Funds is a hedge fund with $125 million of assets under management at the end of the prior year. The fund has a ""1 and 10"" fee structure. Incentive fees are calculated on gains net of management fees at the end of the year. In the current year, Carr Funds had a 5% gross return. An investor's after-fee return for the year is closest to:",3.60%,4.10%,-6%,A,"The Answer is A . Gross value end of year: $125 million × 1.05 = $131.25 million. Management fee: $131.25 million × 1% = $1.3125 million. Incentive fee: ($131.25 – $125 – $1.3125) × 10% = $493,750. Total fees to Carr Funds = $1.3125 million + $493,750 = $1,806,250. The after-fee return: [($131.25 – $1.80625) / 125] – 1 = 3.56%.",,,Medium,Calculative,A,2
10,56,4,Q228,"A hedge fund has a 2-and-20 fee structure with a soft hurdle rate of 5% and a high water mark. Incentive fees are calculated net of management fees. The fund's gross return is 15% in Year 1, −10% in Year 2, and 30% in Year 3. Incentive fees for Year 3 will be:",less than 20% of the increase in value in Year 3 after management fees.,equal to 20% of the increase in value in Year 3 after management fees.,greater than 20% of the increase in value in Year 3 after management fees.,A,"The Answer is A. Because the fund lost value in Year 2 and has a high water mark, incentive fees for Year 3 will be 20% of only the portion of the Year 3 gain that exceeds the previous highest value.",,,Medium,Calculative,B,2
10,57,6,Q229,"With respect to venture capital, the term 'mezzanine-stage financing' is used to describe the financing:",that supports product development and market research.,to initiate commercial manufacturing.,to prepare for an initial public offering.,C,The Answer is C. Mezzanine-stage venture capital financing provides capital during the period prior to an initial public offering.,,,Easy,Conceptual,B,2
10,57,7,Q230,Which of the following types of private debt has the lowest level of risk?,Mezzanine debt.,Unitranche debt.,Venture debt.,B,The Answer is B. Unitranche debt typically ranks between senior and subordinated debt and has the lowest risk among the options.,,,Easy,Conceptual,,2
10,57,6,Q231,The formative stage of venture capital investing when capital is furnished for market research and product development is best characterized as the:,angel investing stage.,seed stage.,early stage.,B,"The Answer is B. In the seed stage of venture capital investing, capital is furnished for product development, marketing, and market research.",,,Easy,Conceptual,,2
